danceability_delta,energy_delta,loudness_delta,speechiness_delta,acoutsicness_delta,liveness_delta,valence_delta,duration_delta,followers_delta,popularity,similar_genres,same_artist,artist,artist_gender,seed_artist,seed_artist_gender,same_gender,rec_rank,artist_male,artist_female
0.031,0.059,2.411,0.016,0.052,0.3276,0.078,87.551,35925,46,0,0,bo en,M,Avishai Cohen,C,0,17,1,0
0.024,0.096,4.674,0.0029,0.2699074,0.0176,0.194,8.0,6065,48,0,0,Mystery Skulls,M,Avishai Cohen,C,0,18,1,0
0.33,0.165,0.349,0.022,0.085,0.3426,0.8854,-0.252,184512,29,0,0,R.I.P.,C,Avishai Cohen,C,1,19,0,0
0.058,0.459,3.464,0.0066,0.2261,0.0386,0.048,60.866,336795,58,1,0,Lemon Demon,F,Avishai Cohen,C,0,20,0,1
0.308,0.011,3.552,0.0435,0.000172,0.004,0.129,21.006,23522,75,0,0,Dreamshade,F,Miracle Musical,C,0,1,0,1
0.285,0.014,0.206,0.011,0.0002079,0.0567,0.276,12.013,0,61,1,1,Daze of June,M,Miracle Musical,C,0,2,1,0
0.028,0.561,25.919,0.0467,0.974703,0.0607,0.3345,-142.762,3106,67,0,0,Inner Echo,F,Miracle Musical,C,0,3,0,1
0.265,0.011,1.492,0.0275,0.0002157,0.3057,0.172,14.231,1407,68,0,0,Torrential Rain,F,Miracle Musical,C,0,4,0,1
0.135,0.263,4.663,0.008,0.003193,0.0907,0.205,-18.458,36870,88,0,0,GHØSTKID,F,Miracle Musical,C,0,5,0,1
0.276,0.001,1.731,0.0599,0.000128,0.2547,0.121,-6.771,1604,59,0,0,Never Back Down,M,Miracle Musical,C,0,6,1,0
0.274,0.013,0.503,0.002,8.1e-05,0.2757,0.121,0.899,931,64,0,0,Maelføy,C,Miracle Musical,C,1,7,0,0
0.227,0.023,1.167,0.009,0.0002494,0.0126,0.152,-47.348,9487,76,0,0,Patient Sixty-Seven,C,Miracle Musical,C,1,8,0,0
0.338,0.002,0.158,0.032,0.000913,0.2617,0.305,-81.177,17655,79,0,0,Righteous Vendetta,C,Miracle Musical,C,1,9,0,0
0.295,0.03,2.493,0.0492,4.1e-05,0.3787,0.06,-63.032,131205,92,0,0,Light The Torch,M,Miracle Musical,C,0,10,1,0
0.368,0.01,0.508,0.0644,0.000242,0.2757,0.192,-64.613,7227,82,0,0,Wake Up Hate,M,Miracle Musical,C,0,11,1,0
0.01,0.113,1.514,0.0438,0.000687,0.0247,0.2665,-50.927,3106,67,0,0,Inner Echo,F,Miracle Musical,C,0,12,0,1
0.308,0.023,2.666,0.009,0.000189,0.1627,0.029,-17.74,36870,88,0,0,GHØSTKID,C,Miracle Musical,C,1,13,0,0
0.195,0.026,0.634,0.0344,0.001453,0.3077,0.044,-22.927,47357,85,0,0,Conquer Divide,M,Miracle Musical,C,0,14,1,0
0.25,0.035,2.51,0.0342,0.000913,0.002,0.129,35.573,60253,88,0,0,Novelists FR,M,Miracle Musical,C,0,15,1,0
0.281,0.122,4.361,0.0543,0.015003,0.0287,0.095,-27.502,101583,91,0,0,Annisokay,M,Miracle Musical,C,0,16,1,0
0.256,0.01,0.496,0.01,0.000263,0.0767,0.176,-61.784,19997,81,0,0,dEMOTIONAL,M,Miracle Musical,C,0,17,1,0
0.35,0.012,0.847,0.0348,0.00017,0.0189,0.16,-15.961,57,61,0,0,Her Last Sight,M,Miracle Musical,C,0,18,1,0
0.194,0.071,2.361,0.0737,0.006413,0.1887,0.066,55.814,12678,79,0,0,AVOID,M,Miracle Musical,C,0,19,1,0
0.244,0.018,1.415,0.065,0.0002811,0.3317,0.168,-32.789,9487,76,0,0,Patient Sixty-Seven,M,Miracle Musical,C,0,20,1,0
0.081,0.196,5.807,0.0692,0.22173,0.046,0.2227,-41.909,0,26,1,1,Hardwell,F,Daze of June,M,0,1,0,1
0.145,0.011,7.621,0.033,0.001001,0.2111,0.1877,-41.25,2609790,26,1,0,DVBBS,F,Daze of June,M,0,2,0,1
0.105,0.025,5.681,0.0734,0.0002,0.304,0.2517,-43.899,3425553,9,1,0,twoloud,F,Daze of June,M,0,3,0,1
0.091,0.018,4.785,0.04,0.01483,0.132,0.3597,-24.375,1422553,26,1,0,Nicky Romero,F,Daze of June,M,0,4,0,1
0.071,0.07,3.436,0.07,1e-05,0.2018,0.2267,-43.642,2803402,28,1,0,W&W,C,Daze of June,M,0,5,0,0
0.185,0.046,5.58,0.059,0.00525,0.2107,0.7077,-41.325,1214407,27,1,0,Axwell /\ Ingrosso,F,Daze of June,M,0,6,0,1
0.069,0.195,3.287,0.167,0.34273,0.183,0.2587,-57.325,0,26,1,1,Hardwell,C,Daze of June,M,0,7,0,0
0.427,0.025,4.277,0.014,0.02733,0.155,0.2627,-62.887,3356924,25,1,0,Tujamo,C,Daze of June,M,0,8,0,0
0.291,0.019,6.023,0.003,0.09743,0.028,0.6447,-89.883,3492412,11,1,0,Garmiani,F,Daze of June,M,0,9,0,1
0.038,0.123,2.768,0.0751,0.01973,0.198,0.3867,-45.493,11897282,38,1,0,Martin Garrix,F,Daze of June,M,0,10,0,1
0.178,0.079,2.359,0.0558,0.01973,0.158,0.5177,37.852,58255,35,1,0,Steve Aoki,M,Daze of June,M,1,11,1,0
0.017,0.028,4.759,0.0541,0.00129,0.104,0.1937,-28.828,3406292,17,1,0,Sick Individuals,F,Daze of June,M,0,12,0,1
0.088,0.024,3.695,0.0427,0.001067,0.119,0.0697,-39.375,1422553,26,1,0,Nicky Romero,C,Daze of June,M,0,13,0,0
0.153,0.002,4.654,0.0559,0.00399,0.2243,0.3297,-82.5,3516078,15,1,0,CALVO,F,Daze of June,M,0,14,0,1
0.182,0.228,3.326,0.0413,0.22073,0.189,0.2517,-51.72,3172130,27,1,0,Lucas & Steve,C,Daze of June,M,0,15,0,0
0.162,0.015,3.055,0.0341,0.00097,0.193,0.1927,-85.704,385074,32,1,0,Dimitri Vegas & Like Mike,F,Daze of June,M,0,16,0,1
0.18,0.02,5.146,0.0624,0.01413,0.178,0.4837,-75.976,3406292,17,1,0,Sick Individuals,C,Daze of June,M,0,17,0,0
0.065,0.138,5.424,0.0427,0.01133,0.051,0.0747,-37.528,11897282,38,1,0,Martin Garrix,C,Daze of June,M,0,18,0,0
0.19,0.008,3.827,0.003,0.00015,0.016,0.2887,-24.88,2879903,20,1,0,Bassjackers,F,Daze of June,M,0,19,0,1
0.016,0.079,6.486,0.0116,0.03953,0.074,0.1077,10.468,0,26,1,1,Hardwell,M,Daze of June,M,1,20,1,0
0.068,0.015,1.055,0.0,0.02873,0.0246,0.084,-23.117,15044384,52,1,0,Alison Wonderland,F,Hardwell,M,0,1,0,1
0.007,0.164,2.219,0.0043,0.02337,0.0163,0.165,30.366,15058031,56,1,0,NGHTMRE,M,Hardwell,M,1,2,1,0
0.228,0.069,0.235,0.005,0.097,0.0402,0.374,-47.561,13697685,61,1,0,Don Diablo,C,Hardwell,M,0,3,0,0
0.081,0.101,1.407,0.0546,0.0205,0.0009,0.163,-44.22,14600316,66,1,0,Timmy Trumpet,F,Hardwell,M,0,4,0,1
0.014,0.008,0.06,0.0109,0.0172,0.0692,0.327,-46.057,3463510,74,1,0,The Chainsmokers,F,Hardwell,M,0,5,0,1
0.052,0.094,0.104,0.0011,0.0083,0.0462,0.06,-22.129,13020582,73,1,0,Diplo,C,Hardwell,M,0,6,0,0
0.05,0.185,3.441,0.0133,0.014,0.0872,0.311,-12.966,15310104,52,1,0,ARTY,F,Hardwell,M,0,7,0,1
0.073,0.099,1.62,0.0039,0.0049,0.0692,0.051,29.59,13111689,59,1,0,Axwell /\ Ingrosso,M,Hardwell,M,1,8,1,0
0.127,0.064,0.954,0.0197,0.02577,0.0872,0.078,-3.958,0,70,1,1,Martin Garrix,M,Hardwell,M,1,9,1,0
0.146,0.108,0.517,0.0273,0.0234,0.1682,0.498,-64.06,15303873,66,1,0,Regard,C,Hardwell,M,0,10,0,0
0.034,0.032,1.034,0.0082,0.19,0.0742,0.228,-32.326,11969408,69,1,0,Jonas Blue,C,Hardwell,M,0,11,0,0
0.076,0.072,0.289,0.0591,0.0117,0.0207,0.216,-31.845,13150457,70,1,0,R3HAB,M,Hardwell,M,1,12,1,0
0.042,0.131,1.159,0.0123,0.02392,0.5612,0.106,-52.939,11650697,67,1,0,Afrojack,M,Hardwell,M,1,13,1,0
0.004,0.06,1.706,0.1731,0.0119,0.8332,0.056,-34.415,11971212,68,1,0,Swedish House Mafia,F,Hardwell,M,0,14,0,1
0.066,0.113,2.089,0.0014,0.0219,0.0442,0.171,-30.096,14245526,66,1,0,ILLENIUM,C,Hardwell,M,0,15,0,0
0.1,0.009,0.976,0.0067,0.0199,0.2852,0.471,-46.425,15303873,66,1,0,Regard,C,Hardwell,M,0,16,0,0
0.168,0.113,1.303,0.0206,0.0571,0.0226,0.29,-68.317,12282356,64,1,0,Dimitri Vegas & Like Mike,M,Hardwell,M,1,17,1,0
0.146,0.055,3.089,0.0222,0.0401,0.0412,0.047,10.209,15058031,56,1,0,NGHTMRE,F,Hardwell,M,0,18,0,1
0.15,0.098,3.945,0.0117,0.0081,0.2372,0.601,-11.219,15112897,55,1,0,Tchami,F,Hardwell,M,0,19,0,1
0.067,0.119,0.154,0.0006,0.0524,0.2432,0.524,-79.288,14298208,67,1,0,Felix Jaehn,C,Hardwell,M,0,20,0,0
0.033,0.172,2.725,0.0202,0.031,0.079,0.253,-30.021,11025498,83,0,0,Alok,F,Martin Garrix,M,0,1,0,1
0.0,0.062,2.249,0.1935,0.0907,0.0193,0.412,-6.934,94902,69,1,0,Griff,M,Martin Garrix,M,1,2,1,0
0.244,0.019,2.328,0.0295,0.1429,0.301,0.559,-8.298,711727,69,1,0,DVBBS,F,Martin Garrix,M,0,3,0,1
0.047,0.158,1.372,0.0157,0.004,0.0326,0.001,24.781,6017621,87,1,0,Tiësto,M,Martin Garrix,M,1,4,1,0
0.031,0.048,2.545,0.0027,0.102,0.0,0.179,-4.436,140570,70,1,0,Sonny Fodera,M,Martin Garrix,M,1,5,1,0
0.043,0.239,4.001,0.2165,0.42,0.091,0.655,42.452,1521114,72,1,0,Don Diablo,M,Martin Garrix,M,1,6,1,0
0.069,0.102,1.524,0.0049,0.021,0.176,0.266,3.474,743092,79,1,0,Jax Jones,C,Martin Garrix,M,0,7,0,0
0.15,0.196,4.862,0.0095,0.1481,0.0678,0.073,11.447,133076,69,1,0,James Hype,C,Martin Garrix,M,0,8,0,0
0.067,0.055,0.323,0.0334,0.1016,0.0327,0.112,-4.193,252976,71,1,0,Mufasa & Hypeman,F,Martin Garrix,M,0,9,0,1
0.13,0.022,0.407,0.0865,0.1534,0.186,0.033,-5.062,165736,74,1,0,Riton,F,Martin Garrix,M,0,10,0,1
0.08,0.137,0.891,0.0425,0.1369,0.225,0.065,-6.09,6017621,87,1,0,Tiësto,C,Martin Garrix,M,0,11,0,0
0.124,0.111,2.697,0.0184,0.1444,0.26,0.11,-30.262,36883,71,1,0,NOTD,F,Martin Garrix,M,0,12,0,1
0.104,0.242,0.853,0.0825,0.0839,0.012,0.117,0.229,420724,78,1,0,Sam Feldt,M,Martin Garrix,M,1,13,1,0
0.208,0.012,3.172,0.0049,0.1595,0.1,0.573,-12.332,22843,69,1,0,MK,M,Martin Garrix,M,1,14,1,0
0.048,0.054,0.986,0.1675,0.1288,0.0332,0.119,-13.689,1136145,77,1,0,Sigala,F,Martin Garrix,M,0,15,0,1
0.05,0.12,2.518,0.0064,0.1498,0.291,0.219,-14.302,1599005,76,1,0,Years & Years,F,Martin Garrix,M,0,16,0,1
0.014,0.012,2.36,0.0068,0.1462,0.0289,0.025,-9.095,3249391,80,1,0,Jonas Blue,M,Martin Garrix,M,1,17,1,0
0.08,0.092,1.004,0.0128,0.11,0.038,0.261,-34.543,10702475,85,1,0,Jason Derulo,C,Martin Garrix,M,0,18,0,0
0.169,0.047,0.995,0.0201,0.1412,0.018,0.291,21.974,22843,69,1,0,MK,M,Martin Garrix,M,1,19,1,0
0.089,0.044,2.278,0.0254,0.15473,0.054,0.238,-10.405,420724,78,1,0,Sam Feldt,C,Martin Garrix,M,0,20,0,0
0.045,0.038,2.387,0.0107,0.0008,0.0759,0.095,24.427,12711044,86,1,0,Shakira,M,Joel Corry,M,1,1,1,0
0.103,0.272,2.198,0.0795,0.0099,0.175,0.178,-50.909,937444,82,1,0,Jennifer Lopez,M,Joel Corry,M,1,2,1,0
0.041,0.134,1.724,0.0004,0.1761,0.041,0.195,-13.96,9902236,70,1,0,Iyaz,M,Joel Corry,M,1,3,1,0
0.026,0.079,1.701,0.0915,0.0192,0.0818,0.169,17.987,6823022,75,1,0,Thalia,C,Joel Corry,M,0,4,0,0
0.092,0.01,0.116,0.0189,0.0187,0.185,0.094,13.907,5708547,75,1,0,The Pussycat Dolls,M,Joel Corry,M,1,5,1,0
0.054,0.075,1.826,0.0785,0.0127,0.0999,0.084,35.373,0,82,1,1,Enrique Iglesias,F,Joel Corry,M,0,6,0,1
0.068,0.025,0.289,0.0129,0.0036,0.184,0.085,-18.133,3842132,83,1,0,Christina Aguilera,C,Joel Corry,M,0,7,0,0
0.122,0.146,1.048,0.0047,0.1791,0.042,0.079,34.627,10415262,56,1,0,Shayne Ward,C,Joel Corry,M,0,8,0,0
0.243,0.059,2.243,0.0557,0.1201,0.0464,0.253,-19.24,1987250,75,1,0,CNCO,C,Joel Corry,M,0,9,0,0
0.078,0.103,1.054,0.0288,0.0312,0.0999,0.039,13.467,7610587,81,1,0,Nelly Furtado,F,Joel Corry,M,0,10,0,1
0.123,0.019,0.136,0.0164,0.02594,0.086,0.181,81.32,8407844,72,1,0,Paulina Rubio,F,Joel Corry,M,0,11,0,1
0.161,0.117,1.053,0.0139,0.02038,0.0452,0.327,21.32,5708547,75,1,0,The Pussycat Dolls,F,Joel Corry,M,0,12,0,1
0.053,0.106,0.957,0.0284,0.02534,0.115,0.231,12.467,2196081,83,1,0,Flo Rida,M,Joel Corry,M,1,13,1,0
0.068,0.039,1.727,0.0098,0.1271,0.031,0.023,33.493,10080074,70,1,0,Gloria Estefan,C,Joel Corry,M,0,14,0,0
0.186,0.128,0.387,0.0021,0.02734,0.038,0.23,20.653,10434237,63,1,0,Benny,M,Joel Corry,M,1,15,1,0
0.281,0.147,1.126,0.0004,0.3821,0.015,0.12,2.747,0,82,1,1,Enrique Iglesias,F,Joel Corry,M,0,16,0,1
0.206,0.265,0.94,0.021,0.0931,0.0603,0.236,62.587,4621595,80,1,0,Alejandro Sanz,F,Joel Corry,M,0,17,0,1
0.128,0.054,0.983,0.1485,0.1961,0.0739,0.02,22.373,500197,81,1,0,Luis Fonsi,C,Joel Corry,M,0,18,0,0
0.397,0.543,7.271,0.0034,0.6191,0.0717,0.578,-14.432,10080074,70,1,0,Gloria Estefan,C,Joel Corry,M,0,19,0,0
0.284,0.144,0.801,0.0005,0.0036,0.02,0.445,53.627,10418574,53,1,0,MDO,F,Joel Corry,M,0,20,0,1
0.267,0.25,9.9,0.0267,0.7379,0.054,0.755,16.663,669423,57,0,0,Aperture Science Psychoacoustic Laboratories,C,Enrique Iglesias,M,0,1,0,0
0.382,0.21,3.198,0.0076,0.012,0.087,0.721,-18.135,401919,70,0,0,Adventure Time,C,Enrique Iglesias,M,0,2,0,0
0.021,0.2429,7.894,0.0114,0.14,0.056,0.0853,81.705,258820,78,1,0,C418,F,Enrique Iglesias,M,0,3,0,1
0.185,0.2101,7.298,0.0077,0.212,0.023,0.244,36.827,674003,57,0,0,Dan Salvato,M,Enrique Iglesias,M,1,4,1,0
0.106,0.643,1.968,0.0786,0.373,0.265,0.092,-53.373,671236,69,0,0,Omori,F,Enrique Iglesias,M,0,5,0,1
0.056,0.24869,9.441,0.0447,0.175,0.049,0.124,-94.857,0,81,1,1,Toby Fox,M,Enrique Iglesias,M,1,6,1,0
0.373,0.703,14.044,0.1126,0.631,0.1129,0.759,-21.204,662614,53,0,0,Nero's Day At Disneyland,C,Enrique Iglesias,M,0,7,0,0
0.263,0.366,3.693,0.0129,0.037,0.076,0.543,28.297,709550,50,1,0,Nightmargin,M,Enrique Iglesias,M,1,8,1,0
0.149,0.092,3.793,0.0127,0.167,0.0611,0.314,-4.23,696649,60,0,0,Over the Garden Wall,C,Enrique Iglesias,M,0,9,0,0
0.265,0.555,11.312,0.0041,0.780359,0.038,0.276,88.643,535107,65,0,0,SIAMES,F,Enrique Iglesias,M,0,10,0,1
0.067,0.173,7.85,0.0072,0.347,0.06,0.0543,22.516,649452,62,0,0,Yoko Shimomura,C,Enrique Iglesias,M,0,11,0,0
0.264,0.039,0.727,0.0006,0.576,0.036,0.1,41.878,702189,53,0,0,Oliver Buckland,M,Enrique Iglesias,M,1,12,1,0
0.011,0.027,5.023,0.0033,0.198,0.193,0.011,-25.85,519071,68,0,0,Miracle Musical,F,Enrique Iglesias,M,0,13,0,1
0.293,0.235,6.512,0.0103,0.6,0.638,0.477,59.248,507172,73,0,0,Jack Stauber,M,Enrique Iglesias,M,1,14,1,0
0.177,0.415,6.661,0.0021,0.77663,0.066,0.331,257.242,708330,49,1,0,Mudeth,F,Enrique Iglesias,M,0,15,0,1
0.084,0.263,3.242,0.0302,0.148,0.037,0.215,42.476,549242,65,0,0,Crywank,F,Enrique Iglesias,M,0,16,0,1
0.205,0.009,4.603,0.0027,0.186,0.044,0.0763,27.823,649452,62,0,0,Yoko Shimomura,M,Enrique Iglesias,M,1,17,1,0
0.378,0.535,7.175,0.1336,0.604,0.047,0.096,10.57,662614,53,0,0,Nero's Day At Disneyland,C,Enrique Iglesias,M,0,18,0,0
0.287,0.649,12.727,0.0238,0.699,0.035,0.236,103.172,621532,63,0,0,Crusher-P,F,Enrique Iglesias,M,0,19,0,1
0.197,0.03,3.546,0.1206,0.267,0.041,0.053,-13.897,325056,75,0,0,Tally Hall,M,Enrique Iglesias,M,1,20,1,0
0.229,0.153,1.167,0.0986,0.00652,0.0012,0.217,1.13,3404423,64,0,0,Fred again..,C,Toby Fox,M,0,1,0,0
0.023,0.256,4.003,0.0095,0.00502,0.2928,0.06,-17.505,1498655,74,1,0,Disclosure,C,Toby Fox,M,0,2,0,0
0.1,0.141,1.606,0.1036,0.19343,0.0798,0.495,-77.659,1726473,68,1,0,Don Diablo,M,Toby Fox,M,1,3,1,0
0.005,0.239,1.591,0.0044,0.03423,0.0768,0.673,-65.267,3475611,63,1,0,Aluna,C,Toby Fox,M,0,4,0,0
0.168,0.191,1.535,0.0149,0.008246,0.1848,0.098,139.534,2538619,70,0,0,RÜFÜS DU SOL,F,Toby Fox,M,0,5,0,1
0.057,0.003,3.188,0.0363,0.13443,0.3828,0.246,-46.218,3454820,65,1,0,John Summit,M,Toby Fox,M,1,6,1,0
0.123,0.241,2.1,0.008,0.007729,0.0548,0.075,132.183,3404423,64,0,0,Fred again..,M,Toby Fox,M,1,7,1,0
0.138,0.326,0.57,0.0068,0.21143,0.2468,0.004,-50.905,3275560,60,1,0,Will Sparks,M,Toby Fox,M,1,8,1,0
0.017,0.232,0.398,0.0248,0.04683,0.1838,0.489,-85.745,3332661,73,1,0,Regard,F,Toby Fox,M,0,9,0,1
0.097,0.013,0.835,0.0516,0.00184,0.3048,0.288,-22.324,3369525,60,1,0,Dom Dolla,M,Toby Fox,M,1,10,1,0
0.062,0.243,0.035,0.0031,0.07583,0.2588,0.515,-100.973,2326996,74,1,0,Felix Jaehn,F,Toby Fox,M,0,11,0,1
0.039,0.13,0.991,0.1686,0.01693,0.2738,0.655,41.668,3227463,64,0,0,SG Lewis,F,Toby Fox,M,0,12,0,1
0.03,0.201,3.282,0.0018,0.08103,0.0076,0.526,-61.177,3247587,78,1,0,Joel Corry,M,Toby Fox,M,1,13,1,0
0.31,0.336,1.778,0.0061,0.00435,0.0628,0.012,-15.929,577668,73,1,0,Armin van Buuren,C,Toby Fox,M,0,14,0,0
0.229,0.014,0.474,0.1876,0.00593,0.0448,0.1497,-75.652,4478366,77,1,0,Skrillex,M,Toby Fox,M,1,15,1,0
0.031,0.029,2.581,0.0133,0.04053,0.0738,0.307,-88.066,3260764,68,1,0,MOTi,M,Toby Fox,M,1,16,1,0
0.056,0.298,0.749,0.0338,0.008062,0.5478,0.089,-70.405,2770034,83,1,0,Tiësto,F,Toby Fox,M,0,17,0,1
0.093,0.298,1.206,0.0036,0.00418,0.2548,0.666,-89.305,3477224,64,1,0,SIDEPIECE,F,Toby Fox,M,0,18,0,1
0.049,0.146,0.371,0.0736,0.00013,0.1068,0.436,-9.068,2889197,67,0,0,FISHER,C,Toby Fox,M,0,19,0,0
0.086,0.255,3.318,0.0136,0.01453,0.0678,0.318,-75.763,2111442,73,1,0,Sigala,F,Toby Fox,M,0,20,0,1
0.006,0.038,0.49,0.0184,0.00097,0.0733,0.593,17.115,556219,67,1,0,Matroda,F,Swedish House Mafia,M,0,1,0,1
0.079,0.035,0.995,0.0328,0.00674,0.021,0.656,-28.599,541283,80,1,0,HUGEL,C,Swedish House Mafia,M,0,2,0,0
0.082,0.044,0.005,0.0045,0.06474,0.051,0.412,-8.075,591109,69,0,0,TS7,F,Swedish House Mafia,M,0,3,0,1
0.148,0.057,1.624,0.0069,0.00179,0.108,0.327,-24.715,104972,89,0,0,MEDUZA,M,Swedish House Mafia,M,1,4,1,0
0.176,0.053,1.496,0.1625,0.10044,0.0793,0.062,-16.153,590841,74,1,0,Biscits,F,Swedish House Mafia,M,0,5,0,1
0.239,0.091,2.056,0.0109,0.02544,0.043,0.646,21.472,480328,74,1,0,Dom Dolla,F,Swedish House Mafia,M,0,6,0,1
0.039,0.094,0.47,0.0945,0.01814,0.058,0.037,-29.414,563161,63,0,0,Destructo,C,Swedish House Mafia,M,0,7,0,0
0.186,0.006,1.116,0.0074,0.03144,0.069,0.7744,32.218,332598,79,1,0,CamelPhat,M,Swedish House Mafia,M,1,8,1,0
0.092,0.007,1.644,0.0028,0.35444,0.002,0.659,11.357,535308,67,1,0,HI-LO,C,Swedish House Mafia,M,0,9,0,0
0.042,0.042,0.611,0.0157,0.01734,0.0665,0.459,-46.016,1839827,94,1,0,Diplo,F,Swedish House Mafia,M,0,10,0,1
0.089,0.181,1.604,0.0137,0.01764,0.0616,0.024,32.092,1390542,88,1,0,Disclosure,M,Swedish House Mafia,M,1,11,1,0
0.044,0.403,3.766,0.1075,0.01514,0.158,0.7242,-4.076,557542,71,1,0,Cloonee,F,Swedish House Mafia,M,0,12,0,1
0.029,0.07,2.306,0.0563,0.01504,0.03,0.627,-7.508,517390,69,0,0,Habstrakt,F,Swedish House Mafia,M,0,13,0,1
0.262,0.108,1.255,0.0006,0.04474,0.056,0.483,-0.259,187100,74,0,0,Netsky,F,Swedish House Mafia,M,0,14,0,1
0.034,0.239,1.478,0.0015,0.00221,0.0554,0.034,-25.89,606049,64,1,0,J. Worra,C,Swedish House Mafia,M,0,15,0,0
0.005,0.068,1.217,0.0002,0.07964,0.033,0.476,-32.518,470340,71,1,0,Curbi,F,Swedish House Mafia,M,0,16,0,1
0.106,0.136,0.058,0.0079,0.00233,0.0555,0.68,-16.278,546987,77,1,0,Chris Lorenzo,M,Swedish House Mafia,M,1,17,1,0
0.015,0.078,0.129,0.0051,0.00346,0.168,0.074,-6.595,591674,61,0,0,Odd Mob,F,Swedish House Mafia,M,0,18,0,1
0.059,0.048,1.524,0.0047,0.00347,0.0739,0.278,3.41,3209712,88,0,0,Afrojack,M,Swedish House Mafia,M,1,19,1,0
0.022,0.138,4.54,0.0253,0.00401,0.1034,0.413,-26.528,573841,68,0,0,Wade,F,Swedish House Mafia,M,0,20,0,1
0.036,0.245,1.363,0.0096,0.035,0.0046,0.059,59.867,288510,89,0,0,Danny Elfman,M,FISHER,C,0,1,1,0
0.162,0.062,11.328,0.0104,0.033,0.023,0.0923,8.333,1087177,99,0,0,John Williams,C,FISHER,C,1,2,0,0
0.049,0.314,4.575,0.0276,0.38,0.145,0.138,2.907,147872,91,0,0,John Powell,M,FISHER,C,0,3,1,0
0.167,0.138,3.054,0.0075,0.405,0.027,0.031,-126.973,259598,92,0,0,Alexandre Desplat,F,FISHER,C,0,4,0,1
0.272,0.355,1.41,0.0059,0.7941,0.312,0.274,9.881,226905,90,0,0,Andrew Lloyd Webber,F,FISHER,C,0,5,0,1
0.127,0.1562,15.45,0.0056,0.065,0.551,0.0801,-117.067,1087177,99,0,0,John Williams,F,FISHER,C,0,6,0,1
0.2,0.064,5.997,0.0206,0.087,0.026,0.123,-18.253,359297,93,1,0,Howard Shore,C,FISHER,C,1,7,0,0
0.055,0.053,1.644,0.0077,0.762,0.192,0.023,-78.293,9570,79,0,0,Trevor Jones,M,FISHER,C,0,8,1,0
0.256,0.26,1.493,0.0066,0.359,0.061,0.428,-69.093,5905,68,0,0,Atli Örvarsson,F,FISHER,C,0,9,0,1
0.39,0.268,5.898,0.0145,0.88404,0.0109,0.48,-41.28,234722,88,0,0,Alan Silvestri,F,FISHER,C,0,10,0,1
0.064,0.19,8.519,0.0026,0.204,0.255,0.182,46.72,267192,83,0,0,Peter Hollens,M,FISHER,C,0,11,1,0
0.2193,0.293,2.833,0.028,0.407,0.0083,0.13,-69.009,8877,76,0,0,David Arnold,C,FISHER,C,1,12,0,0
0.017,0.066,6.461,0.0062,0.45,0.021,0.0825,-103.16,259598,92,0,0,Alexandre Desplat,C,FISHER,C,1,13,0,0
0.065,0.0969,4.99,0.0082,0.087,0.027,0.1221,162.88,288510,89,0,0,Danny Elfman,C,FISHER,C,1,14,0,0
0.139,0.01,6.701,0.0004,0.234,0.274,0.056,-88.747,269947,90,0,0,James Newton Howard,C,FISHER,C,1,15,0,0
0.287,0.425,3.926,0.4939,0.286,0.574,0.389,-186.987,15220,76,1,0,The Dwarf Cast,C,FISHER,C,1,16,0,0
0.129,0.064,1.267,0.0039,0.8712,0.0246,0.1266,10.813,32107,77,0,0,John Murphy,M,FISHER,C,0,17,1,0
0.113,0.09,1.565,0.0011,0.034,0.0412,0.1241,-53.267,6511,73,0,0,Randy Edelman,C,FISHER,C,1,18,0,0
0.119,0.177,7.66,0.0039,0.105,0.072,0.011,-3.693,267192,83,0,0,Peter Hollens,C,FISHER,C,1,19,0,0
0.201,0.209,2.367,0.0245,0.343,0.027,0.0873,79.413,145027,85,0,0,Steve Jablonsky,F,FISHER,C,0,20,0,1
0.014,0.103,0.971,0.0036,0.05889,0.0616,0.126,-32.093,578339,50,1,0,The Saturdays,C,Billy Boyd,M,0,1,0,0
0.074,0.206,2.223,0.0516,0.05559,0.0616,0.465,4.2,2079,51,1,0,Agnes,M,Billy Boyd,M,1,2,1,0
0.082,0.038,4.764,0.0097,0.01039,0.0069,0.464,269.293,55668,37,1,0,Sylver,F,Billy Boyd,M,0,3,0,1
0.081,0.226,1.551,0.0057,0.06279,0.0331,0.27,-24.533,81949,36,0,0,Donkeyboy,M,Billy Boyd,M,1,4,1,0
0.07,0.036,1.251,0.0076,0.04619,0.0766,0.142,13.12,207457,52,0,0,Mohombi,M,Billy Boyd,M,1,5,1,0
0.02,0.068,3.363,0.059,0.08059,0.028,0.051,-1.76,83031,44,1,0,Infernal,C,Billy Boyd,M,0,6,0,0
0.08,0.073,0.274,0.2086,0.02049,0.1026,0.124,-21.36,81176,34,1,0,Basic Element,C,Billy Boyd,M,0,7,0,0
0.096,0.101,1.577,0.0122,0.000875,0.0354,0.293,-17.964,90474,38,1,0,Pakito,M,Billy Boyd,M,1,8,1,0
0.009,0.089,0.241,0.0007,0.01339,0.0746,0.587,-3.181,476712,53,1,0,Sugababes,C,Billy Boyd,M,0,9,0,0
0.15,0.113,3.035,0.0371,0.00035,0.3876,0.515,-6.027,322385,58,1,0,Cascada,C,Billy Boyd,M,0,10,0,0
